N,D,bonus,condition,seed,update,eat0,eat1,selectivity,zaps,ret
12,100,4,none,0,236,58.65234375,81.05859375,0.0,60.265625,2.1528985500335693
12,100,4,none,0,237,59.50390625,80.96484375,0.0,59.7734375,1.8108737468719482
12,100,4,none,0,238,59.234375,81.03125,0.0,59.44140625,1.8443374633789062
12,100,4,none,0,239,59.3515625,81.62890625,0.0,59.359375,1.844141960144043
12,100,4,none,0,240,60.05859375,81.29296875,0.0,59.44140625,1.7841485738754272
12,100,4,none,0,241,58.6875,80.94921875,0.0,60.21875,2.0694026947021484
12,100,4,none,0,242,58.91015625,81.09375,0.0,59.875,1.9643244743347168
12,100,4,none,0,243,59.15625,81.0703125,0.0,59.7890625,1.922267198562622
12,100,4,none,0,244,60.421875,80.3515625,0.0,59.46484375,1.6494481563568115
12,100,4,none,0,245,59.34375,81.3046875,0.0,59.91796875,1.9751967191696167
12,100,4,none,0,246,59.34765625,81.9921875,0.0,60.04296875,2.193068027496338
12,100,4,none,0,247,58.0859375,82.39453125,0.0,60.24609375,2.5156593322753906
12,100,4,none,0,248,58.98828125,80.8828125,0.0,59.95703125,2.0144219398498535
12,100,4,none,0,249,58.55078125,81.69140625,0.0,59.67578125,2.1729507446289062
12,100,4,none,0,250,58.64453125,82.01171875,0.0,59.99609375,2.001922130584717
12,100,4,none,0,251,59.5546875,81.6640625,0.0,59.6953125,1.886850357055664
